Number,Translator,Chinese Sentences,Gloss,Note
gen-15577,A,你刚才做了作业。,你/作业/做/刚才/。,
gen-15578,A,上周他们听了消息。,上周/他们/消息/听/。,
gen-15579,A,他们在北京喝了水。,北京/他们/水/喝/。,
gen-15580,A,下午司机讨论了故事。,下午/司机/故事/讨论/。,
gen-15581,A,今天老板学了英语。,今天/老板/英语/学/。,
gen-15582,A,客人不去路上。,客人/路上/去/不/。,
gen-15583,A,司机去年带了照片。,司机/照片/带/去年/。,
gen-15584,A,同事买了五本杂志。,同事/五/本/杂志/买/。,
gen-15585,A,他在银行学了中文。,银行/他/中文/学/。,
gen-15586,A,司机不去门口。,司机/门口/去/不/。,
gen-15587,A,昨天我讨论了故事。,昨天/我/故事/讨论/。,
gen-15588,A,同事没买火车票。,同事/火车票/买/没/。,
gen-15589,A,明天护士讨论了问题。,明天/护士/问题/讨论/。,
gen-15590,A,同事准备了比赛。,同事/比赛/准备/。,
gen-15591,A,老板没去上海。,老板/上海/去/没/。,
gen-15592,A,中午孩子听了新闻。,中午/孩子/新闻/听/。,
gen-15593,A,朋友去年讨论了消息。,朋友/消息/讨论/去年/。,
gen-15594,A,他们在银行看了报纸。,银行/他们/报纸/看/。,
gen-15595,A,孩子买了四份文件。,孩子/四/份/文件/买/。,
gen-15596,A,你上周看了地图。,你/地图/看/上周/。,
gen-15597,A,她在车站喝了水。,车站/她/水/喝/。,
gen-15598,A,司机带没带照片？,司机/照片/带/问/。,
gen-15599,A,客人没有学舞蹈。,客人/舞蹈/学/没有/。,
gen-15600,A,他没准备比赛。,他/比赛/准备/没/。,
gen-15601,A,他没有买面包。,他/面包/买/没有/。,
gen-15602,A,中午邻居吃了早饭。,中午/邻居/早饭/吃/。,
gen-15603,A,邻居在医院讨论了计划。,医院/邻居/计划/讨论/。,
gen-15604,A,昨天他们在路上做了蛋糕，一起。,昨天/他们/路上/蛋糕/做/一起/。,
gen-15605,A,他比老师更高。,他/老师/高/更/。,
gen-15606,A,中午邻居准备了文件。,中午/邻居/文件/准备/。,
gen-15607,A,下午司机喝了咖啡。,下午/司机/咖啡/喝/。,
gen-15608,A,邻居没开会。,邻居/开会/没/。,
gen-15609,A,妈妈明天看了地图。,妈妈/地图/看/明天/。,
gen-15610,A,老师准备了四条消息。,老师/四/条/消息/准备/。,
gen-15611,A,今天老板准备了文件。,今天/老板/文件/准备/。,
gen-15612,A,下午他在医院准备了比赛，很认真。,下午/他/医院/比赛/准备/很认真/。,
gen-15613,A,同事没有去银行。,同事/银行/去/没有/。,
gen-15614,A,爸爸没准备计划。,爸爸/计划/准备/没/。,
gen-15615,A,大家比司机更忙。,大家/司机/忙/更/。,
gen-15616,A,刚才同事看了电视剧。,刚才/同事/电视剧/看/。,
gen-15617,A,老师下午准备了午饭。,老师/午饭/准备/下午/。,
gen-15618,A,学生听没听音乐？,学生/音乐/听/问/。,
gen-15619,A,明天妈妈听了音乐。,明天/妈妈/音乐/听/。,
gen-15620,A,他吃了晚饭。,他/晚饭/吃/。,
gen-15621,A,学生没买礼物。,学生/礼物/买/没/。,
gen-15622,A,明天司机在广州学了舞蹈，一起。,明天/司机/广州/舞蹈/学/一起/。,
gen-15623,A,他们在宿舍准备了午饭。,宿舍/他们/午饭/准备/。,
gen-15624,A,老板晚上买了报纸。,老板/报纸/买/晚上/。,
gen-15625,A,学生在宿舍听了消息。,宿舍/学生/消息/听/。,
gen-15626,A,刚才你学了英语。,刚才/你/英语/学/。,
gen-15627,A,司机没有出发。,司机/出发/没有/。,
gen-15628,A,学生看了两份礼物。,学生/两/份/礼物/看/。,
gen-15629,A,同事在车站准备了午饭。,车站/同事/午饭/准备/。,
gen-15630,A,同事比妈妈更安静。,同事/妈妈/安静/更/。,
gen-15631,A,下午孩子喝了牛奶。,下午/孩子/牛奶/喝/。,
gen-15632,A,你比大家更忙。,你/大家/忙/更/。,
gen-15633,A,中午孩子在公园买了火车票，已经。,中午/孩子/公园/火车票/买/已经/。,
gen-15634,A,明天同事在门口讨论了消息，一起。,明天/同事/门口/消息/讨论/一起/。,
gen-15635,A,周末老板在商店喝了咖啡，已经。,周末/老板/商店/咖啡/喝/已经/。,
gen-15636,A,邻居买了五盒药。,邻居/五/盒/药/买/。,
gen-15637,A,老师没买药。,老师/药/买/没/。,
gen-15638,A,我在路上找了办法。,路上/我/办法/找/。,
gen-15639,A,妈妈没去办公室。,妈妈/办公室/去/没/。,
gen-15640,A,同事看没看新闻？,同事/新闻/看/问/。,
gen-15641,A,她带了两盒药。,她/两/盒/药/带/。,
gen-15642,A,上周他吃了香蕉。,上周/他/香蕉/吃/。,
gen-15643,A,今天护士找了办法。,今天/护士/办法/找/。,
gen-15644,A,孩子不吃橘子。,孩子/橘子/吃/不/。,
gen-15645,A,昨天我在上海准备了早饭，很高兴。,昨天/我/上海/早饭/准备/很高兴/。,
gen-15646,A,明天客人在食堂做了晚饭，已经。,明天/客人/食堂/晚饭/做/已经/。,
gen-15647,A,刚才朋友买了电脑。,刚才/朋友/电脑/买/。,
gen-15648,A,学生没有去办公室。,学生/办公室/去/没有/。,
gen-15649,A,周末司机在路上学了英语，一起。,周末/司机/路上/英语/学/一起/。,
gen-15650,A,你在医院买了报纸。,医院/你/报纸/买/。,
gen-15651,A,去年老板在门口准备了礼物，很认真。,去年/老板/门口/礼物/准备/很认真/。,
gen-15652,A,你吃了苹果。,你/苹果/吃/。,
gen-15653,A,孩子看了两瓶水。,孩子/两/瓶/水/看/。,
gen-15654,A,她带了四根香蕉。,她/四/根/香蕉/带/。,
gen-15655,A,朋友没有讨论问题。,朋友/问题/讨论/没有/。,
gen-15656,A,下午朋友吃了橘子。,下午/朋友/橘子/吃/。,
gen-15657,A,昨天同事在商店听了音乐，很认真。,昨天/同事/商店/音乐/听/很认真/。,
gen-15658,A,司机昨天写了作业。,司机/作业/写/昨天/。,
gen-15659,A,我们在车站写了故事。,车站/我们/故事/写/。,
gen-15660,A,早上司机在饭店听了音乐，一起。,早上/司机/饭店/音乐/听/一起/。,
gen-15661,A,我们没带礼物。,我们/礼物/带/没/。,
gen-15662,A,我们在图书馆找了电脑。,图书馆/我们/电脑/找/。,
gen-15663,A,刚才孩子在宿舍喝了咖啡，已经。,刚才/孩子/宿舍/咖啡/喝/已经/。,
gen-15664,A,昨天我们看了地图。,昨天/我们/地图/看/。,
gen-15665,A,老板买了两份报纸。,老板/两/份/报纸/买/。,
gen-15666,A,妈妈买了两个蛋糕。,妈妈/两/个/蛋糕/买/。,
gen-15667,A,我带了五部电视剧。,我/五/部/电视剧/带/。,
gen-15668,A,他们看了三部电视剧。,他们/三/部/电视剧/看/。,
gen-15669,A,昨天同事带了文件。,昨天/同事/文件/带/。,
gen-15670,A,司机明天讨论了问题。,司机/问题/讨论/明天/。,
gen-15671,A,同事看了三张照片。,同事/三/张/照片/看/。,
gen-15672,A,医生看了两份文件。,医生/两/份/文件/看/。,
gen-15673,A,他去年喝了咖啡。,他/咖啡/喝/去年/。,
gen-15674,A,司机买了一个橘子。,司机/一/个/橘子/买/。,
gen-15675,A,孩子比学生更高。,孩子/学生/高/更/。,
gen-15676,A,她在银行买了报纸。,银行/她/报纸/买/。,
gen-15677,A,我刚才学了英语。,我/英语/学/刚才/。,
gen-15678,A,医生去年听了消息。,医生/消息/听/去年/。,
gen-15679,A,上周邻居在教室带了手机，很高兴。,上周/邻居/教室/手机/带/很高兴/。,
gen-15680,A,我没有学舞蹈。,我/舞蹈/学/没有/。,
gen-15681,A,他们不去公司。,他们/公司/去/不/。,
gen-15682,A,老师没有写计划。,老师/计划/写/没有/。,
gen-15683,A,晚上朋友准备了计划。,晚上/朋友/计划/准备/。,
gen-15684,A,晚上邻居在办公室带了照片，已经。,晚上/邻居/办公室/照片/带/已经/。,
gen-15685,A,客人在医院学了舞蹈。,医院/客人/舞蹈/学/。,
gen-15686,A,学生上周看了消息。,学生/消息/看/上周/。,
gen-15687,A,他买了一个面包。,他/一/个/面包/买/。,
gen-15688,A,老师今天准备了文件。,老师/文件/准备/今天/。,
gen-15689,A,朋友晚上做了早饭。,朋友/早饭/做/晚上/。,
gen-15690,A,我们在医院准备了文件。,医院/我们/文件/准备/。,
gen-15691,A,昨天妈妈在深圳学了英语，很快。,昨天/妈妈/深圳/英语/学/很快/。,
gen-15692,A,护士不学舞蹈。,护士/舞蹈/学/不/。,
gen-15693,A,你比妈妈更快。,你/妈妈/快/更/。,
gen-15694,A,妈妈准备了三份报纸。,妈妈/三/份/报纸/准备/。,
gen-15695,A,下午司机写了故事。,下午/司机/故事/写/。,
gen-15696,A,上周我们喝了咖啡。,上周/我们/咖啡/喝/。,
gen-15697,A,今天医生在图书馆带了照片，一起。,今天/医生/图书馆/照片/带/一起/。,
gen-15698,A,我准备了一份文件。,我/一/份/文件/准备/。,
gen-15699,A,他们上周找了办法。,他们/办法/找/上周/。,
gen-15700,A,他们刚才讨论了消息。,他们/消息/讨论/刚才/。,
gen-15701,A,客人比你更安静。,客人/你/安静/更/。,
gen-15702,A,中午学生在超市听了新闻，已经。,中午/学生/超市/新闻/听/已经/。,
gen-15703,A,中午你在医院听了音乐，一起。,中午/你/医院/音乐/听/一起/。,
gen-15704,A,周末邻居学了中文。,周末/邻居/中文/学/。,
gen-15705,A,司机准备了三双鞋。,司机/三/双/鞋/准备/。,
gen-15706,A,邻居准备了四瓶水。,邻居/四/瓶/水/准备/。,
gen-15707,A,爸爸带了一个橘子。,爸爸/一/个/橘子/带/。,
gen-15708,A,周末同事找了问题。,周末/同事/问题/找/。,
gen-15709,A,朋友带了三瓶水。,朋友/三/瓶/水/带/。,
gen-15710,A,下午我们在医院买了火车票，很认真。,下午/我们/医院/火车票/买/很认真/。,
gen-15711,A,我买了五个计划。,我/五/个/计划/买/。,
gen-15712,A,老师在车站讨论了计划。,车站/老师/计划/讨论/。,
gen-15713,A,晚上我买了礼物。,晚上/我/礼物/买/。,
gen-15714,A,你早上买了礼物。,你/礼物/买/早上/。,
gen-15715,A,中午爸爸在饭店找了办法，很高兴。,中午/爸爸/饭店/办法/找/很高兴/。,
gen-15716,A,妈妈在公司买了杂志。,公司/妈妈/杂志/买/。,
gen-15717,A,老板看了五张火车票。,老板/五/张/火车票/看/。,
gen-15718,A,她准备了四瓶水。,她/四/瓶/水/准备/。,
gen-15719,A,老师去年吃了药。,老师/药/吃/去年/。,
gen-15720,A,我们在公司准备了礼物。,公司/我们/礼物/准备/。,
gen-15721,A,中午他在银行讨论了办法，很久。,中午/他/银行/办法/讨论/很久/。,
gen-15722,A,学生周末写了文件。,学生/文件/写/周末/。,
gen-15723,A,老板不带药。,老板/药/带/不/。,
gen-15724,A,下午朋友在路上写了计划，很久。,下午/朋友/路上/计划/写/很久/。,
gen-15725,A,老板周末听了故事。,老板/故事/听/周末/。,
gen-15726,A,朋友刚才找了文件。,朋友/文件/找/刚才/。,
gen-15727,A,上周我在门口写了故事，已经。,上周/我/门口/故事/写/已经/。,
gen-15728,A,妈妈比司机更认真。,妈妈/司机/认真/更/。,
gen-15729,A,他们在广州听了消息。,广州/他们/消息/听/。,
gen-15730,A,周末大家在商店买了香蕉，很久。,周末/大家/商店/香蕉/买/很久/。,
gen-15731,A,学生比邻居更认真。,学生/邻居/认真/更/。,
gen-15732,A,周末老师在宿舍喝了牛奶，很高兴。,周末/老师/宿舍/牛奶/喝/很高兴/。,
gen-15733,A,爸爸去年吃了香蕉。,爸爸/香蕉/吃/去年/。,
gen-15734,A,她看了两个故事。,她/两/个/故事/看/。,
gen-15735,A,她昨天找了办法。,她/办法/找/昨天/。,
gen-15736,A,护士买没买蛋糕？,护士/蛋糕/买/问/。,
gen-15737,A,你喝了咖啡。,你/咖啡/喝/。,
gen-15738,A,邻居昨天买了手机。,邻居/手机/买/昨天/。,
gen-15739,A,我们买没买蛋糕？,我们/蛋糕/买/问/。,
gen-15740,A,孩子准备了一瓶水。,孩子/一/瓶/水/准备/。,
gen-15741,A,孩子买了两份文件。,孩子/两/份/文件/买/。,
gen-15742,A,妈妈早上听了音乐。,妈妈/音乐/听/早上/。,
gen-15743,A,昨天孩子听了消息。,昨天/孩子/消息/听/。,
gen-15744,A,早上孩子讨论了问题。,早上/孩子/问题/讨论/。,
gen-15745,A,晚上护士学了舞蹈。,晚上/护士/舞蹈/学/。,
gen-15746,A,客人比邻居更快。,客人/邻居/快/更/。,
gen-15747,A,明天护士在医院讨论了故事，很久。,明天/护士/医院/故事/讨论/很久/。,
gen-15748,A,她看了三根香蕉。,她/三/根/香蕉/看/。,
gen-15749,A,今天妈妈在银行写了消息，很高兴。,今天/妈妈/银行/消息/写/很高兴/。,
gen-15750,A,老师看了四个故事。,老师/四/个/故事/看/。,
gen-15751,A,周末老师学了舞蹈。,周末/老师/舞蹈/学/。,
gen-15752,A,周末大家在图书馆准备了晚饭，很久。,周末/大家/图书馆/晚饭/准备/很久/。,
gen-15753,A,上周老师做了办法。,上周/老师/办法/做/。,
gen-15754,A,早上邻居在饭店找了文件，很快。,早上/邻居/饭店/文件/找/很快/。,
gen-15755,A,同事准备了一个故事。,同事/一/个/故事/准备/。,
gen-15756,A,大家早上买了香蕉。,大家/香蕉/买/早上/。,
gen-15757,A,老板去年找了问题。,老板/问题/找/去年/。,
gen-15758,A,我看没看电视剧？,我/电视剧/看/问/。,
gen-15759,A,晚上同事找了电脑。,晚上/同事/电脑/找/。,
gen-15760,A,大家在办公室找了电脑。,办公室/大家/电脑/找/。,
gen-15761,A,我们带没带礼物？,我们/礼物/带/问/。,
gen-15762,A,我们在银行听了音乐。,银行/我们/音乐/听/。,
gen-15763,A,早上医生看了照片。,早上/医生/照片/看/。,
gen-15764,A,周末司机在北京喝了牛奶，很高兴。,周末/司机/北京/牛奶/喝/很高兴/。,
gen-15765,A,昨天老板学了中文。,昨天/老板/中文/学/。,
gen-15766,A,老师买了一份文件。,老师/一/份/文件/买/。,
gen-15767,A,上周你讨论了办法。,上周/你/办法/讨论/。,
gen-15768,A,孩子做没做作业？,孩子/作业/做/问/。,
gen-15769,A,你没有学英语。,你/英语/学/没有/。,
gen-15770,A,周末朋友在市场做了作业，一起。,周末/朋友/市场/作业/做/一起/。,
gen-15771,A,我们看了一张照片。,我们/一/张/照片/看/。,
gen-15772,A,邻居买了四个苹果。,邻居/四/个/苹果/买/。,
gen-15773,A,学生在饭店讨论了办法。,饭店/学生/办法/讨论/。,
gen-15774,A,同事下午带了礼物。,同事/礼物/带/下午/。,
gen-15775,A,今天同事在车站讨论了消息，很快。,今天/同事/车站/消息/讨论/很快/。,
gen-15776,A,我们周末买了杂志。,我们/杂志/买/周末/。,
gen-15777,A,去年他们在市场听了故事，很认真。,去年/他们/市场/故事/听/很认真/。,
gen-15778,A,我不旅行。,我/旅行/不/。,
gen-15779,A,早上你买了药。,早上/你/药/买/。,
gen-15780,A,医生上周带了礼物。,医生/礼物/带/上周/。,
gen-15781,A,早上孩子讨论了办法。,早上/孩子/办法/讨论/。,
gen-15782,A,中午我在宿舍准备了礼物，很久。,中午/我/宿舍/礼物/准备/很久/。,
gen-15783,A,早上你在市场找了手机，很高兴。,早上/你/市场/手机/找/很高兴/。,
gen-15784,A,学生下午做了午饭。,学生/午饭/做/下午/。,
gen-15785,A,朋友明天听了消息。,朋友/消息/听/明天/。,
gen-15786,A,下午老板写了消息。,下午/老板/消息/写/。,
gen-15787,A,下午朋友在办公室买了苹果，很认真。,下午/朋友/办公室/苹果/买/很认真/。,
gen-15788,A,老师没有做午饭。,老师/午饭/做/没有/。,
gen-15789,A,护士没讨论消息。,护士/消息/讨论/没/。,
gen-15790,A,去年他吃了香蕉。,去年/他/香蕉/吃/。,
gen-15791,A,孩子在车站吃了药。,车站/孩子/药/吃/。,
gen-15792,A,客人昨天买了火车票。,客人/火车票/买/昨天/。,
gen-15793,A,他们比护士更快。,他们/护士/快/更/。,
gen-15794,A,护士在食堂做了办法。,食堂/护士/办法/做/。,
gen-15795,A,明天邻居在公园准备了比赛，很高兴。,明天/邻居/公园/比赛/准备/很高兴/。,
gen-15796,A,客人带了一个问题。,客人/一/个/问题/带/。,
gen-15797,A,她去年学了英语。,她/英语/学/去年/。,
gen-15798,A,他们买了两个故事。,他们/两/个/故事/买/。,
gen-15799,A,学生买没买衣服？,学生/衣服/买/问/。,
gen-15800,A,爸爸中午写了故事。,爸爸/故事/写/中午/。,
gen-15801,A,他中午做了蛋糕。,他/蛋糕/做/中午/。,
gen-15802,A,他在市场找了电脑。,市场/他/电脑/找/。,
gen-15803,A,他买了杂志。,他/杂志/买/。,
gen-15804,A,爸爸看了五个故事。,爸爸/五/个/故事/看/。,
gen-15805,A,客人在公司找了手机。,公司/客人/手机/找/。,
gen-15806,A,中午我们看了杂志。,中午/我们/杂志/看/。,
gen-15807,A,医生中午找了问题。,医生/问题/找/中午/。,
gen-15808,A,去年她看了书。,去年/她/书/看/。,
gen-15809,A,老师下午准备了早饭。,老师/早饭/准备/下午/。,
gen-15810,A,老师比大家更高。,老师/大家/高/更/。,
gen-15811,A,我今天吃了药。,我/药/吃/今天/。,
gen-15812,A,他比我们更忙。,他/我们/忙/更/。,
gen-15813,A,下午护士在公园看了消息，很认真。,下午/护士/公园/消息/看/很认真/。,
gen-15814,A,朋友在宿舍买了衣服。,宿舍/朋友/衣服/买/。,
gen-15815,A,我在市场做了蛋糕。,市场/我/蛋糕/做/。,
gen-15816,A,刚才爸爸在医院做了晚饭，很快。,刚才/爸爸/医院/晚饭/做/很快/。,
gen-15817,A,你在办公室买了面包。,办公室/你/面包/买/。,
gen-15818,A,他在市场做了晚饭。,市场/他/晚饭/做/。,
gen-15819,A,朋友带了三台电脑。,朋友/三/台/电脑/带/。,
gen-15820,A,今天老板看了地图。,今天/老板/地图/看/。,
gen-15821,A,周末老板学了英语。,周末/老板/英语/学/。,
gen-15822,A,老师在银行带了电脑。,银行/老师/电脑/带/。,
gen-15823,A,老板在教室带了礼物。,教室/老板/礼物/带/。,
gen-15824,A,她准备了早饭。,她/早饭/准备/。,
gen-15825,A,刚才邻居在学校做了晚饭，很高兴。,刚才/邻居/学校/晚饭/做/很高兴/。,
gen-15826,A,中午邻居学了中文。,中午/邻居/中文/学/。,
gen-15827,A,爸爸在家吃了橘子。,家/爸爸/橘子/吃/。,
gen-15828,A,同事买了四个计划。,同事/四/个/计划/买/。,
gen-15829,A,去年爸爸找了文件。,去年/爸爸/文件/找/。,
gen-15830,A,明天老板在公园讨论了问题，很快。,明天/老板/公园/问题/讨论/很快/。,
gen-15831,A,学生不休息。,学生/休息/不/。,
gen-15832,A,刚才妈妈在北京讨论了计划，一起。,刚才/妈妈/北京/计划/讨论/一起/。,
gen-15833,A,学生买了蛋糕。,学生/蛋糕/买/。,
gen-15834,A,孩子准备了五台电脑。,孩子/五/台/电脑/准备/。,
gen-15835,A,晚上学生讨论了办法。,晚上/学生/办法/讨论/。,
gen-15836,A,孩子昨天做了午饭。,孩子/午饭/做/昨天/。,
gen-15837,A,早上他带了照片。,早上/他/照片/带/。,
gen-15838,A,爸爸没运动。,爸爸/运动/没/。,
gen-15839,A,我们准备了五瓶牛奶。,我们/五/瓶/牛奶/准备/。,
gen-15840,A,学生准备了两个问题。,学生/两/个/问题/准备/。,
gen-15841,A,昨天妈妈买了报纸。,昨天/妈妈/报纸/买/。,
gen-15842,A,护士没有学中文。,护士/中文/学/没有/。,
gen-15843,A,爸爸没看电视剧。,爸爸/电视剧/看/没/。,
gen-15844,A,邻居吃没吃橘子？,邻居/橘子/吃/问/。,
gen-15845,A,孩子没有去北京。,孩子/北京/去/没有/。,
gen-15846,A,医生在公园找了问题。,公园/医生/问题/找/。,
gen-15847,A,她在上海讨论了故事。,上海/她/故事/讨论/。,
gen-15848,A,刚才客人在门口看了书，很高兴。,刚才/客人/门口/书/看/很高兴/。,
gen-15849,A,老板昨天买了报纸。,老板/报纸/买/昨天/。,
gen-15850,A,去年你在公司带了礼物，一起。,去年/你/公司/礼物/带/一起/。,
gen-15851,A,今天他们喝了水。,今天/他们/水/喝/。,
gen-15852,A,刚才客人在公司买了药，已经。,刚才/客人/公司/药/买/已经/。,
gen-15853,A,护士比同事更忙。,护士/同事/忙/更/。,
gen-15854,A,早上同事在办公室买了面包，很认真。,早上/同事/办公室/面包/买/很认真/。,
gen-15855,A,去年朋友在教室写了故事，很久。,去年/朋友/教室/故事/写/很久/。,
gen-15856,A,我在深圳带了文件。,深圳/我/文件/带/。,
gen-15857,A,今天邻居找了问题。,今天/邻居/问题/找/。,
gen-15858,A,朋友看了四条新闻。,朋友/四/条/新闻/看/。,
gen-15859,A,我买没买杂志？,我/杂志/买/问/。,
gen-15860,A,司机早上写了文件。,司机/文件/写/早上/。,
gen-15861,A,上周妈妈买了杂志。,上周/妈妈/杂志/买/。,
gen-15862,A,刚才邻居在深圳学了舞蹈，很高兴。,刚才/邻居/深圳/舞蹈/学/很高兴/。,
gen-15863,A,邻居看了四份作业。,邻居/四/份/作业/看/。,
gen-15864,A,医生看了消息。,医生/消息/看/。,
gen-15865,A,中午孩子在公司准备了文件，很认真。,中午/孩子/公司/文件/准备/很认真/。,
gen-15866,A,他们带了四份礼物。,他们/四/份/礼物/带/。,
gen-15867,A,朋友在超市准备了计划。,超市/朋友/计划/准备/。,
gen-15868,A,大家早上听了消息。,大家/消息/听/早上/。,
gen-15869,A,爸爸刚才做了早饭。,爸爸/早饭/做/刚才/。,
gen-15870,A,你周末吃了橘子。,你/橘子/吃/周末/。,
gen-15871,A,明天客人在家听了音乐，很久。,明天/客人/家/音乐/听/很久/。,
gen-15872,A,上周他们在商店听了消息，很快。,上周/他们/商店/消息/听/很快/。,
gen-15873,A,朋友在商店做了计划。,商店/朋友/计划/做/。,
gen-15874,A,下午朋友写了文件。,下午/朋友/文件/写/。,
gen-15875,A,邻居准备了一部手机。,邻居/一/部/手机/准备/。,
gen-15876,A,明天老板喝了咖啡。,明天/老板/咖啡/喝/。,
gen-15877,A,刚才老板准备了比赛。,刚才/老板/比赛/准备/。,
gen-15878,A,同事准备了早饭。,同事/早饭/准备/。,
gen-15879,A,医生看了照片。,医生/照片/看/。,
gen-15880,A,爸爸没有写故事。,爸爸/故事/写/没有/。,
gen-15881,A,学生讨论没讨论故事？,学生/故事/讨论/问/。,
gen-15882,A,昨天大家在路上讨论了办法，已经。,昨天/大家/路上/办法/讨论/已经/。,
gen-15883,A,孩子下午喝了水。,孩子/水/喝/下午/。,
gen-15884,A,司机比他更认真。,司机/他/认真/更/。,
gen-15885,A,护士讨论没讨论故事？,护士/故事/讨论/问/。,
gen-15886,A,早上她在公司带了电脑，已经。,早上/她/公司/电脑/带/已经/。,
gen-15887,A,护士比妈妈更安静。,护士/妈妈/安静/更/。,
gen-15888,A,邻居准备了五条消息。,邻居/五/条/消息/准备/。,
gen-15889,A,下午她听了音乐。,下午/她/音乐/听/。,
gen-15890,A,学生在广州吃了苹果。,广州/学生/苹果/吃/。,
gen-15891,A,他没去深圳。,他/深圳/去/没/。,
gen-15892,A,司机没听故事。,司机/故事/听/没/。,
gen-15893,A,早上我们在学校找了问题，很久。,早上/我们/学校/问题/找/很久/。,
gen-15894,A,爸爸在宿舍做了办法。,宿舍/爸爸/办法/做/。,
gen-15895,A,护士吃了面包。,护士/面包/吃/。,
gen-15896,A,她没去车站。,她/车站/去/没/。,
gen-15897,A,他周末吃了橘子。,他/橘子/吃/周末/。,
gen-15898,A,下午司机写了消息。,下午/司机/消息/写/。,
gen-15899,A,孩子不开会。,孩子/开会/不/。,
gen-15900,A,刚才老板在办公室带了手机，很快。,刚才/老板/办公室/手机/带/很快/。,
gen-15901,A,医生带了电脑。,医生/电脑/带/。,
gen-15902,A,明天妈妈在宿舍买了蛋糕，很快。,明天/妈妈/宿舍/蛋糕/买/很快/。,
gen-15903,A,周末司机听了音乐。,周末/司机/音乐/听/。,
gen-15904,A,朋友刚才看了消息。,朋友/消息/看/刚才/。,
gen-15905,A,邻居找了电脑。,邻居/电脑/找/。,
gen-15906,A,我下午带了药。,我/药/带/下午/。,
gen-15907,A,昨天司机在教室找了手机，很快。,昨天/司机/教室/手机/找/很快/。,
gen-15908,A,中午大家在超市做了晚饭，已经。,中午/大家/超市/晚饭/做/已经/。,
gen-15909,A,医生买了五瓶牛奶。,医生/五/瓶/牛奶/买/。,
gen-15910,A,昨天大家做了晚饭。,昨天/大家/晚饭/做/。,
gen-15911,A,爸爸没有做办法。,爸爸/办法/做/没有/。,
gen-15912,A,明天同事看了比赛。,明天/同事/比赛/看/。,
gen-15913,A,同事带没带照片？,同事/照片/带/问/。,
gen-15914,A,老师看了一本书。,老师/一/本/书/看/。,
gen-15915,A,我准备了三部电视剧。,我/三/部/电视剧/准备/。,
gen-15916,A,下午我找了问题。,下午/我/问题/找/。,
gen-15917,A,他带了三瓶水。,他/三/瓶/水/带/。,
gen-15918,A,中午他在商店带了礼物，很高兴。,中午/他/商店/礼物/带/很高兴/。,
gen-15919,A,上周妈妈吃了面包。,上周/妈妈/面包/吃/。,
gen-15920,A,司机在宿舍看了新闻。,宿舍/司机/新闻/看/。,
gen-15921,A,学生看了一件衣服。,学生/一/件/衣服/看/。,
gen-15922,A,医生在家讨论了办法。,家/医生/办法/讨论/。,
gen-15923,A,他们做了计划。,他们/计划/做/。,
gen-15924,A,孩子看了消息。,孩子/消息/看/。,
gen-15925,A,爸爸不休息。,爸爸/休息/不/。,
gen-15926,A,晚上爸爸找了文件。,晚上/爸爸/文件/找/。,
gen-15927,A,爸爸看了一部电视剧。,爸爸/一/部/电视剧/看/。,
gen-15928,A,朋友周末写了计划。,朋友/计划/写/周末/。,
gen-15929,A,下午我在路上吃了苹果，很久。,下午/我/路上/苹果/吃/很久/。,
gen-15930,A,他们早上写了作业。,他们/作业/写/早上/。,
gen-15931,A,医生准备了四个问题。,医生/四/个/问题/准备/。,
gen-15932,A,他在市场写了故事。,市场/他/故事/写/。,
gen-15933,A,客人准备了五张照片。,客人/五/张/照片/准备/。,
gen-15934,A,晚上医生在深圳吃了橘子，很快。,晚上/医生/深圳/橘子/吃/很快/。,
gen-15935,A,我在北京买了衣服。,北京/我/衣服/买/。,
gen-15936,A,爸爸在饭店吃了香蕉。,饭店/爸爸/香蕉/吃/。,
gen-15937,A,刚才我准备了早饭。,刚才/我/早饭/准备/。,
gen-15938,A,老师没有吃蛋糕。,老师/蛋糕/吃/没有/。,
gen-15939,A,你在市场看了电视剧。,市场/你/电视剧/看/。,
gen-15940,A,老板昨天学了舞蹈。,老板/舞蹈/学/昨天/。,
gen-15941,A,我们不听故事。,我们/故事/听/不/。,
gen-15942,A,明天老板在教室看了消息，很久。,明天/老板/教室/消息/看/很久/。,
gen-15943,A,孩子上周写了文件。,孩子/文件/写/上周/。,
gen-15944,A,护士找没找办法？,护士/办法/找/问/。,
gen-15945,A,下午老板讨论了故事。,下午/老板/故事/讨论/。,
gen-15946,A,上周她讨论了计划。,上周/她/计划/讨论/。,
gen-15947,A,他们晚上喝了牛奶。,他们/牛奶/喝/晚上/。,
gen-15948,A,同事在宿舍看了报纸。,宿舍/同事/报纸/看/。,
gen-15949,A,邻居没上课。,邻居/上课/没/。,
gen-15950,A,司机带了四瓶水。,司机/四/瓶/水/带/。,
gen-15951,A,上周朋友准备了午饭。,上周/朋友/午饭/准备/。,
gen-15952,A,下午客人准备了礼物。,下午/客人/礼物/准备/。,
gen-15953,A,上周妈妈带了电脑。,上周/妈妈/电脑/带/。,
gen-15954,A,下午爸爸在广州带了文件，很认真。,下午/爸爸/广州/文件/带/很认真/。,
gen-15955,A,同事不讨论故事。,同事/故事/讨论/不/。,
gen-15956,A,中午医生写了作业。,中午/医生/作业/写/。,
gen-15957,A,上周司机在医院写了文件，很高兴。,上周/司机/医院/文件/写/很高兴/。,
